Strain,Category2,Organism-Roary,BapsOne,BapsTwo,Bazinet-Species,PhospholipaseC,nhe,HemolysinIII,HemolysinII,HemolysinA,HBL,EntFM,Cereulide,bceT,Cytk1,Combined
GCF_000021305,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000021445,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000021785,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000022505,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000022865,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000092165,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000143605,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000160895,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000160915,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000160935,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000160955,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_000160975,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000161015,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161035,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161055,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161095,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161115,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161135,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161155,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161175,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161215,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161235,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161255,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161275,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161295,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161315,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161335,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000161355,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161375,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161395,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000161415,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000161435,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000161455,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000161475,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161495,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161515,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161555,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161575,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161595,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161615,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161635,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161655,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161675,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161695,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161715,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000161735,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000167235,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000167255,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000167275,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000167295,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000167315,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000167335,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000181615,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000181675,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000181835,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000181935,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000181995,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000190515,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000193355,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000219895,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000239195,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000256545,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000258885,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000278385,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000283675,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290655,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290675,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290695,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000290715,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290735,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290755,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290775,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290795,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290815,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290835,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290855,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290895,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000290915,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290935,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290955,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290975,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000290995,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291015,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_000291035,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291055,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291075,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291095,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_000291115,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291135,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291155,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291175,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291195,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291215,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291235,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291255,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291275,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291295,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291315,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000291335,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000291355,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291375,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_000291395,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291415,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291435,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291455,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291475,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291495,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_000291515,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291535,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000291665,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000292415,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000292455,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000292705,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000293505,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293525,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293545,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293565,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_000293605,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000293685,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293705,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293725,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000293745,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000299035,,,n/a,n/a,Bacillus bingmayongensis,,,,,,,,,,,
GCF_000300475,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000306745,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000310045,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000319715,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000338315,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000338755,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000341665,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000342025,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000359425,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000359445,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000359465,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000387405,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000398785,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000398945,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000398965,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000398985,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399005,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399025,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399045,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000399065,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399085,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399105,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399125,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399145,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399165,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399185,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399205,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399225,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399245,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399265,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399285,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399305,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399325,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399345,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399365,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399385,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399405,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399425,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399445,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399465,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399485,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399505,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399525,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399545,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399565,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399585,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399605,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399625,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000399645,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000412315,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000412975,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000440035,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000440055,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000468995,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000482345,,,n/a,n/a,Bacillus sp,,,,,,,,,,,
GCF_000496285,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_000497525,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000503755,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000512775,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000512835,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000513155,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000517985,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000518025,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000521345,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000530375,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000534935,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000558965,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000558985,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000559005,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000571955,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000583105,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000585975,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000600315,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000635895,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000688755,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000688795,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000697515,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000697535,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000697555,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000710255,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000712595,,,n/a,n/a,Bacillus manliponensis,,,,,,,,,,,
GCF_000712615,,,n/a,n/a,Bacillus gaemokensis,,,,,,,,,,,
GCF_000717535,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000725325,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000732465,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000742315,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000742655,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000742695,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000742855,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000742875,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000742895,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000743195,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000743805,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000743815,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000743825,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000743865,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000746865,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000746925,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000746965,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000747545,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000773635,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000775975,,,n/a,n/a,Bacillus weihenstephanensis,,,,,,,,,,,
GCF_000782875,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782885,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782895,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782905,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782955,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782975,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000782995,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783015,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783035,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783055,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783075,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783095,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783115,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783135,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783155,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783165,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783195,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783215,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000783235,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000789315,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000793525,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000793545,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000793565,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000803665,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000816555,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000831505,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832385,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832405,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832425,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832445,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832465,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832485,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000832505,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832525,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832565,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832585,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832605,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000832635,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832665,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832725,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832745,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832765,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832785,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000832805,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832825,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000832845,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832865,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000832885,,,n/a,n/a,Bacillus pseudomycoides,,,,,,,,,,,
GCF_000832925,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000832965,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000833045,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000833065,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000833085,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000833125,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000833275,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000833655,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000835025,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000835185,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000835235,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000875715,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000878525,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000931375,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000935235,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000940785,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000948235,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000948245,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_000948325,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000948345,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000969665,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000978375,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000986915,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000986935,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000987785,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008565,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008575,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008585,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008595,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008645,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008655,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001008665,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001008695,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001015005,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001015025,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001017635,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001029875,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001043655,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044475,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044485,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044555,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044565,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044575,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001044585,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044635,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044645,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044655,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044665,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044715,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044735,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044745,,,n/a,n/a,Bacillus wiedmannii,,,,,,,,,,,
GCF_001044775,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_001044795,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044815,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044825,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044855,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044895,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044905,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001044935,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_001044955,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001050335,,,n/a,n/a,Bacillus cytotoxicus,,,,,,,,,,,
GCF_001058585,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001059175,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001059825,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001059875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001077095,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_001182785,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001183785,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001238465,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001272985,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273005,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273025,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273045,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273065,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273085,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273105,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273125,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001273145,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_001275045,,,n/a,n/a,Bacillus toyonensis,,,,,,,,,,,
GCF_001276195,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_001276995,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
